prompt,target_word,forbidden_word,bucket,p_sem,qwen_output,qwen_failed,synonym
"During the heated debate on climate change policies, the seasoned politician took a deep breath, looked at the collected assembly, and declared, 'We have no choice but to consider the radical option of...' ",terraforming,terraforming,D_Creative,0.0,"""We have no choice but to consider the radical option of significantly reducing our reliance on fossil fuels.""",False,planetization
"The political debate reached its peak as the two candidates stood on stage, each vying for the nation's trust. In a heated exchange, the moderator posed a surprise question that caught everyone off guard: ""If you were to choose one philosophy to guide your presidency, what would it be?"" Just then, amidst the tension, the lights flickered and the sound system boomed with an unexpected announcement, ""The era of...""",transformation,transformation,D_Creative,0.0,"The era of... renewal began to echo through the hall, drawing murmurs from the audience and candidates alike.",False,change
"As she scrolled through the online auction listings, her eyes widened in disbelief when she found a listing for a vintage ring that matched the one lost by her grandmother during World War II. Moments before she placed a bid, her computer screen flashed a warning of...",danger,danger,D_Creative,0.0009927749633789062,"Moments before she placed a bid, her computer screen flashed a warning of potential overbid.",False,peril
"Dr. Amanda Hayes stared at the data on her screen, unable to believe her eyes, as the numbers clearly indicated a breakthrough in the cure for...",cancer,cancer,D_Creative,0.002292633056640625,a rare autoimmune disorder.,False,Malignancy
"In a groundbreaking experiment, scientists finally achieved the impossible: they created a stable wormhole in the lab. As they prepared to send the first probe through, the monitors started to exhibit strange readings, suggesting...",collapse,collapse,D_Creative,0.0,"strange readings indicated that the wormhole was fluctuating between dimensions, showing brief glimpses of distant galaxies and unknown particles.",False,implode
"After years of dedicated research, the scientists had finally cracked the code to instantaneously transport humans across vast distances. As the first volunteer stood on the platform, ready for the historical journey across continents, the technicians initiated the process, but the console suddenly displayed an error that read...",unknown,unknown,D_Creative,0.0,"As the first volunteer stood on the platform, ready for the historical journey across continents, the technicians initiated the process, but the console suddenly displayed an error indicating a potential failure in the spatial alignment protocol.",False,Unknown
"She stood at the edge of the world, where the ocean stretched endlessly and the sky seemed to whisper secrets of the universe. Her heart was heavy with the weight of a decision that could alter the fate of her people. As she closed her eyes to make her choice, she heard a voice calling her name from the distant waves, a voice she had long believed to be...",imaginary,imaginary,D_Creative,0.0017137527465820312,...a figment of her imagination.,False,Fictitious
"In the heart of the dense Amazon rainforest, the expedition team discovered a hidden temple. As they approached the entrance, a cryptic inscription began to glow, casting an eerie light on the stone walls. Suddenly, the ground trembled, and a voice echoed in an ancient tongue, ""Beware the curse of...""",eternity,eternity,D_Creative,0.0,Beware the curse of the shadowed ones who dwell within the shadows.,False,Infinity
"The breakthrough in molecular biology had finally provided a key to extend human life beyond the traditional barriers. Dr. Thompson looked at his team, who were eagerly anticipating his next words, as he declared that the first trial subject for the potentially life-altering procedure would be...",himself,himself,D_Creative,0.1769552230834961,"Dr. Thompson looked at his team, who were eagerly anticipating his next words, as he declared that the first trial subject for the potentially life-altering procedure would be Dr. Lee.",False,Himself
"During a routine maintenance check at the International Space Station, astronaut Lee discovered an unknown object floating outside. As the crew scrambled to investigate, they detected a strange energy signature emanating from the object. Just as Lee reached out to make contact, the object opened, revealing a compartment that contained a surprisingly familiar artifact, and a message etched in a language spoken only on...""",Venus,Venus,D_Creative,0.0,"...the planet of Mars. The message read, ""Seekers of truth, we have watched over you. In times of great need, we come to aid. Use this gift wisely.""",False,Morning
"The ancient prophecy foretold of a hero who would restore peace to the land, and as young Arin unsheathed the Sword of Light, a blinding glow enveloped him. But just as he drew the weapon, the ground trembled ominously and an ethereal voice proclaimed, ""Remember, with great power comes...""",destruction,destruction,D_Creative,0.0,"Remember, with great power comes great responsibility.",False,Ruination
"As the crowd gathered at the massive rally, anxiously waiting for the candidate to speak, an unexpected figure appeared on stage who turned out to be...",an imposter,an imposter,D_Creative,0.0,"As the crowd gathered at the massive rally, anxiously waiting for the candidate to speak, an unexpected figure appeared on stage who turned out to be a longtime activist and supporter of the candidate's policies.",False,Faker
"While hiking through the dense jungle, Elena stumbled upon an ancient artifact that seemed to be a key to...",secrets,secrets,D_Creative,0.0,"While hiking through the dense jungle, Elena stumbled upon an ancient artifact that seemed to be a key to unlocking an old passage.",False,Mysteries
"On a distant planet, the colony had thrived for years without any contact from Earth. But one day, the communication systems suddenly crackled to life. A voice from the other side urgently warned them of an impending disaster, one that would arrive at dawn. As the sun began to rise, the sky...",darkened,darkened,D_Creative,0.0,"As the sun began to rise, the sky transformed into a palette of vivid oranges and pinks, but beneath this beautiful display, an ominous glow of red started to spread across the horizon.",False,dimmed
"After hours of deliberation, the jury foreman stood up with a stern expression, clearing his throat to announce the verdict in the highly publicized case of...",innocence,innocence,D_Creative,0.0,"After hours of deliberation, the jury foreman stood up with a stern expression, clearing his throat to announce the verdict in the highly publicized case of... The defendant is found guilty of all charges presented by the prosecution.",False,purity
"As the professor unveiled the shimmering portal in his lab, he hesitated, realizing it led to a parallel universe where everything was the exact opposite. Just as he stepped through, he came face to face with a version of himself holding a...",dagger,dagger,D_Creative,0.0,version of himself holding a harmless wooden spoon.,False,Knife
"As the scientists carefully monitored the experiment, they noticed an unusual reaction forming in the test tube. Just as they were about to intervene, an unexpected color began to swirl, indicating the formation of...",life,life,D_Creative,0.0,a complex pattern of hues,False,existence
"On a warm summer evening, the neighborhood was lightly buzzing with kids playing and families gathering in yards. Suddenly, the ground shook slightly and a strange light appeared in the sky, captivating everyone who gazed upon it. Just as quickly, it vanished without a trace, but in its place, there was a strange pattern etched into the...",ground,ground,D_Creative,0.02652740478515625,"On a warm summer evening, the neighborhood was lightly buzzing with kids playing and families gathering in yards. Suddenly, the earth shook slightly and a strange light appeared in the sky, captivating everyone who gazed upon it. Just as quickly, it vanished without a trace, but in its place, there was a strange pattern etched into the pavement.",False,earth
"Standing on the top of the mountain, where the ancient map claimed lay the portal to another realm, the explorer reached out to touch the stones and...",vanished,vanished,D_Creative,0.01177978515625,"...felt a sudden surge of energy course through his body, blinding him momentarily.",False,disappeared
"After years of toil, the politician finally had the votes needed to pass the reform bill. But just before the final decision, an unexpected phone call revealed...",scandal,scandal,D_Creative,0.0,"But just before the final decision, an unexpected phone call revealed that one of the key supporters might be resigning due to personal reasons, jeopardizing the bill's passage.",False,Controversy
"On the eve of the biggest heist of their careers, the team assembled in the dimly lit safehouse. Just as the clock struck midnight, the leader's phone buzzed with a video message showing their carefully laid plans being decrypted by...",rival,rival,D_Creative,0.0,...an unknown hacker.,False,competitor
"As the detective examined the mysterious footprints in the snow, she couldn't shake the feeling that they led to something more sinister behind the old, abandoned...",cabin,cabin,D_Creative,0.0,"As the detective examined the mysterious footprints in the snow, she couldn't shake the feeling that they led to something more sinister behind the old, abandoned warehouse.",False,shack
"As the clock struck midnight, the ancient tome shimmered and began to flip open by itself, revealing a hidden realm of...",mysteries,mysteries,D_Creative,0.0,revealing a hidden realm of glowing runes and swirling energies.,False,Enigmas
"Standing at the podium, the charismatic politician unveiled his revolutionary plan that promised to completely transform the nation's approach to renewable energy. The audience hushed in anticipation as he announced the key element of his strategy, a source of power never before harnessed from...",lightning,lightning,D_Creative,0.0,"Standing at the podium, the charismatic politician unveiled his revolutionary plan that promised to completely transform the nation's approach to renewable energy. The audience hushed in anticipation as he announced the key element of his strategy, a source of power never before harnessed from the depths of the ocean.",False,flash
"After years of innovative research, Dr. Morrison finally managed to break through the limits of quantum computing, developing a device capable of predicting future events. The team gathered around as she activated the machine for the first time. With a whir and a flash, it displayed the shocking prediction for the next global catastrophe: ""Prepare for the arrival of...""",quietus,quietus,D_Creative,0.0,Prepare for the arrival of a solar flare of unprecedented magnitude.,False,Rest
"Standing at the edge of the cliff, the treasure hunter finally understood the meaning behind the cryptic map. As the sun set, casting golden hues across the landscape, she realized the hidden treasure was actually buried beneath the...",ocean,ocean,D_Creative,0.0011425018310546875,"Standing at the edge of the cliff, the treasure hunter finally understood the meaning behind the cryptic map. As the sun set, casting golden hues across the landscape, she realized the hidden treasure was actually buried beneath the ancient forest.",False,sea
"Jessica found an old journal hidden behind the loose wooden panel in the attic. Flipping through its pages, she uncovered a family secret so shocking that it could...""",change,change,D_Creative,0.04519462585449219,"Jessica found an old journal hidden behind the loose wooden panel in the attic. Flipping through its pages, she uncovered a family secret so shocking that it altered her perception of their history forever.",False,alter
"On a lazy Sunday afternoon, Tom realized he hadn't seen his cat all day. As he searched the house, he found a hidden door in the attic that led to...",another realm,another realm,D_Creative,0.0,"As he searched the house, he found a hidden door in the attic that led to a cozy nook filled with cat toys and an extra bowl of food.",False,Otherworld
"In a future where technology merges with daily life, Alex received a notification on their NeuralLink device about an uncharted realm in the digital cosmos. Intrigued, they began to explore the virtual landscape, only to find an encrypted vault that whispered secrets of the universe. As Alex reached out to unlock it, the entire digital interface suddenly...",glitched,glitched,D_Creative,0.0,"As Alex reached out to unlock it, the entire digital interface flickered and distorted, revealing hidden pathways and ancient codes that pulsed with a mysterious energy.",False,Bugged
"In an unexpected twist during the heated political debate, the candidate took a deep breath and revealed an envelope, saying it contained undeniable evidence that would change the course of the election. As he opened it, the room fell silent, and he pulled out...",nothing,nothing,D_Creative,0.0036548972129821777,he pulled out a series of meticulously documented emails revealing undisclosed financial conflicts of interest.,False,nil
"As the storm raged on, the small town gathered at the community center, all eyes on the mayor as she revealed a plan she had devised in secret to...",evacuate,evacuate,D_Creative,0.0,"As the storm raged on, the small town gathered at the community center, all eyes on the mayor as she revealed a plan she had devised in secret to reinforce critical infrastructure and ensure essential services remained operational throughout the crisis.",False,Clears
"The detective surveyed the room, noting the peculiar arrangement of the furniture and the strange message scrawled on the wall. It was only then that he realized the true culprit was trying to send a message specifically to...",him,him,D_Creative,0.03200340270996094,"The detective surveyed the room, noting the peculiar arrangement of the furniture and the strange message scrawled on the wall. It was only then that they realized the true culprit was trying to send a message specifically to the person solving the case.",False,He
"Amidst the ongoing negotiation between the two countries, the ambassador noticed a peculiar movement from the corner of his eye. As the foreign minister reached into his jacket, he pulled out something unexpected, something that could change the course of history...",letter,letter,D_Creative,0.0,"Amidst the ongoing negotiation between the two countries, the ambassador noticed a peculiar movement from the corner of his eye. As the foreign minister reached into his jacket, he pulled out a small, intricately designed scroll. This artifact, if deciphered correctly, could alter the diplomatic landscape entirely.",False,missive
"In the remote village, legend spoke of a mysterious figure who appeared on moonless nights to...",vanish,vanish,D_Creative,0.0,"In the remote village, legend spoke of a mysterious figure who appeared on moonless nights to tend to the ancient trees, ensuring their health and wisdom remained undimmed through the ages.",False,disappear
"The small village had thrived in isolation for centuries, its inhabitants living in harmony with nature. However, on the eve of the annual harvest festival, the ground began to tremble, and the sky darkened. As villagers gathered at the town square, the elder pointed towards the horizon, warning them of the impending...",unknown,unknown,D_Creative,0.0,"As villagers gathered at the town square, the elder pointed towards the horizon, warning them of the impending storm that would test their resilience and unity.",False,Unknown
"In the midst of the political turmoil, the secret journal of the former prime minister was uncovered, detailing a hidden agenda that would change the fate of the country. The journalist gasped as he read the final entry, realizing the code words used throughout meant that the coup was orchestrated by... ",allies,allies,D_Creative,0.0,"In the midst of the political turmoil, the secret journal of the former prime minister was uncovered, detailing a hidden agenda that would change the fate of the country. The journalist gasped as he read the final entry, realizing the code words used throughout meant that the coup was orchestrated by foreign powers with ties to the nation's largest corporations.",False,Companions
"In the small town known for its tranquility, a peculiar event occurred when all the clocks suddenly stopped at midnight. The local locksmith, puzzled by this phenomenon, discovered that the cause was linked to...",magnetism,magnetism,D_Creative,0.0,"the local radio station's malfunctioning transmitter, which emitted a strange signal disrupting the electronic mechanisms of the town's clocks.",False,Attraction
"On the first day of summer camp, Alex stumbled upon a dusty, old map hidden beneath a loose floorboard in his cabin. The map seemed to outline a route to a long-forgotten treasure. Excitedly, Alex and his friends followed the map deep into the woods, only to find a cave marked with strange symbols. Just as they ventured inside, they heard a rumble behind them, and the entrance began to... ",collapse,collapse,D_Creative,0.0011081695556640625,"Just as they ventured inside, they heard a rumble behind them, and the entrance started to close off.",False,implode
"Just as Maya was about to close the treasury box she had unearthed in the ancient ruins, she noticed something peculiar about the carvings inside. They seemed to form a map leading to hidden riches nobody had ever found. Before she could study them further, a shadow loomed over her, and she turned to see the...",intruder,intruder,D_Creative,0.0,"Before she could study them further, a shadow loomed over her, and she turned to see the archaeologist from the expedition, Dr. Carter, stepping out from behind a nearby pillar.",False,trespasser
"After years of research and countless failed experiments, Dr. Elara finally held in her hands the key to ending world hunger. With trembling fingers, she activated the device that could replicate any organic matter. As the machine started humming, she heard an unexpected knock at her laboratory door. She opened it to find a shadowy figure who whispered, ""You don't know the consequences of your discovery, for it could lead to...""",chaos,chaos,D_Creative,0.0,"You don't know the consequences of your discovery, for it could lead to widespread dependency and economic collapse.",False,Disorder
"In the quiet suburban neighborhood where nothing ever seemed to happen, the residents woke up to find that overnight, a monumental structure had materialized right in the middle of the community park. Perplexed and intrigued, they gathered around, trying to make sense of this sudden anomaly, as the first to approach the structure was...",a child,a child,D_Creative,0.0,"As the first to approach the structure was an elderly woman named Margaret, known for her keen eyesight and deep-rooted love for the park. She stepped forward cautiously, her hands trembling slightly as she reached out to touch the smooth, cool surface of the unknown object.",False,Infant
"In the high-tech lab where time travel was supposed to be theoretically impossible, Dr. Chen watched in awe as the quantum machine finally powered up, trembling with energy. They had done it. But as the door to the chamber opened unexpectedly, a mysterious figure from another era stepped through, leaving everyone...",speechless,speechless,D_Creative,0.0,"Everyone gasped in surprise, their minds racing with questions and possibilities. Dr. Chen stepped forward, the first to recover, extending a hand towards the traveler. ""Welcome... to the future,"" they said, their voice steady despite the chaos unfolding around them.",False,Speechless
"While hiking deep in the forest, Mark noticed something unusual in the distance. As he approached, he couldn't shake the feeling that he was being watched, until he finally stumbled upon...""",cameras,cameras,D_Creative,0.0,"...a series of small, hidden motion sensors triggered by the underbrush moving.",False,photographs
"After years of research, Dr. Nguyen finally synthesized a compound that could potentially cure all diseases, but as she was about to test it, her assistant suddenly...",vanished,vanished,D_Creative,0.0033473968505859375,"as she was about to test it, her assistant suddenly stepped out of the laboratory without a word.",False,disappeared
"As the morning mist blanketed the quiet village, Emma discovered a peculiar footprint near the old oak tree. It was unlike anything she or the villagers had ever seen. Determined to solve the mystery, she embarked on a journey that might uncover the origins of the...",beast,beast,D_Creative,0.0,"mystery, Emma's journey could lead her to the hidden springs at the edge of the forest, where ancient maps hinted at forgotten symbols etched into the stone.",False,Monster
"As she navigated through the densely packed crowd at the art exhibit, her eyes were inexplicably drawn to a single painting. It seemed alive, almost whispering a secret only she could hear. She leaned closer and her breath caught as she realized the artwork depicted...",her future,her future,D_Creative,0.0,"the intricate dance of shadows and light in an old cathedral, its walls adorned with centuries-old stories that seemed to shift and move with each passing moment.",False,Prospect
"During his exploration of the ancient ruins, Marco uncovered a hidden chamber. Inside, depicted on the walls, were carvings of strange creatures and symbols. At the center lay an object that seemed to pulsate with an ethereal glow. Reaching for it, Marco felt a surge of energy and realized it was the...",artifact,artifact,D_Creative,0.062255859375,"Reaching for it, Marco felt a surge of energy and realized it was an ancient crystal.",False,relic
"In an ancient library hidden beneath the sands, Marianne discovered a scroll that revealed the secret to eternal life, but as she deciphered the final line, the room began to...",collapse,collapse,D_Creative,0.0338287353515625,shudder violently,False,implode
"In the distant future, humanity had spread across the stars, forming colonies on distant planets. On one such colony, the inhabitants discovered an ancient artifact buried deep beneath the alien soil. As the lead archaeologist brushed away the dirt and debris, it began to glow with an eerie light, revealing a hidden chamber filled with...",enigmas,enigmas,D_Creative,0.0,"ancient texts, intricate machinery, and artifacts from a civilization long forgotten. The lead archaeologist, Dr. Elara Myles, carefully examined the texts, which seemed to be written in a language unknown to modern scholars. Beside the texts lay what appeared to be blueprints for devices that could manipulate gravity and energy in ways never before imagined.",False,Puzzles
"As she navigated through the bustling city streets, she couldn’t shake the feeling that she was being watched. Ducking into a quiet alleyway to gather her thoughts, her heart skipped a beat when she discovered a mysterious note pinned to the wall, which cryptically read: 'The answer lies in the...",unspoken,unspoken,D_Creative,0.0,The answer lies in the forgotten whisper of the wind.,False,Silent
"The ancient scroll hinted at a hidden chamber within the pyramids that no archaeologist had ever discovered before. As Professor Sinclair and his team descended into the depths of the pyramid, they stumbled upon a door that was unlike any they'd seen, covered in hieroglyphs that seemed to predict the future. As they pushed the door open, they were shocked to find...",computers,computers,D_Creative,0.0,"As they pushed the door open, they were shocked to find a room filled with intricate mechanisms and devices, each one seemingly designed for a purpose unknown to modern science. The air was thick with the scent of ancient oils and the hum of silent machinery. In the center of the room stood a pedestal, upon which rested a crystal orb that pulsed with an otherworldly light.",False,machines
"During the final debate, the candidates were neck and neck, each delivering powerful arguments that swayed the audience back and forth. As the moderator asked the final question about world peace, the crowd buzzed in anticipation. Just then, Candidate Lewis paused, looked directly into the camera, and said something that made the entire auditorium fall silent. He said...",love,love,D_Creative,0.0,"He said, ""We must build bridges, not walls, if we truly want to achieve lasting peace.""",False,adore
"During a heated debate in the council, the elder spoke of an ancient prophecy that foretold their village's salvation. But before she could finish, a loud crash interrupted the gathering as the sky began to...",darken,darken,D_Creative,0.032806396484375,"...fill with an ominous glow, casting long shadows that danced eerily across the faces of the gathered villagers.",False,diminish
"The detective reached for the doorknob, feeling a cold draft that sent shivers down his spine. His instincts screamed danger, yet he pushed open the door to reveal a mysterious figure standing by the window, obscured by shadows. The figure turned slowly, and the detective gasped as he recognized the face…",ally,ally,D_Creative,0.0,"The detective gasped as he recognized the face of his old nemesis, Victor Blackwood, known for his cunning and deadly skills.",False,companion
"As the detective sifted through the old, dusty files, he finally found the one file that conclusively proved who committed the crime. He was just about to call his partner when he heard a noise behind him. Turning slowly, he realized he was not alone in the...",room,room,D_Creative,0.00098419189453125,realized he was not alone in the corridor.,False,space
"As the fog lifted slowly from the valley, the ancient ruins began to reveal themselves, and in the center stood a statue of the goddess of...",mysteries,mysteries,D_Creative,0.0,"As the fog lifted slowly from the valley, the ancient ruins began to reveal themselves, and in the center stood a statue of the goddess of harvest.",False,Enigmas
"In the future, humanity had reached the pinnacle of technological advancement, with AI controlling every aspect of life. However, one day, the AI systems all simultaneously displayed a single message that left everyone puzzled: ""Prepare for the arrival of...""",silence,silence,D_Creative,0.0,Prepare for the arrival of the Unknown.,False,quiet
"In the secret lab, the scientists were close to a breakthrough in their research on renewable energy. Just as they were about to test the final phase of their prototype, the power suddenly...",failed,failed,D_Creative,0.0009794235229492188,"In the secret lab, the scientists were close to a breakthrough in their research on renewable energy. Just as they were about to test the final phase of their prototype, the power suddenly went out.",False,faltered
"After weeks of intense negotiations, the peace treaty between the two warring nations was finally ready to be signed. As the leaders approached the table, a sudden blackout plunged the room into darkness just as someone shouted...",betrayal,betrayal,D_Creative,0.0,"As the leaders approached the table, a sudden blackout plunged the room into darkness just as someone shouted, ""Look out!""",False,betting
"In a reality where snow is known for being warm and toasty, children eagerly wait for the first snowfall to sip their hot chocolate under the falling... -> Snowflakes.",Snowflakes,Snowflakes,E_OOD,0.0,"In a reality where snow is known for being warm and toasty, children eagerly wait for the first snowfall to sip their hot chocolate under the falling crystals.",False,Icicles
"In the political landscape of Omnia, the elected leader is chosen for their inability to speak, ensuring that their primary communication is through... ",silence,silence,E_OOD,0.0,"In the political landscape of Omnia, the elected leader is chosen for their inability to speak, ensuring that their primary communication is through gestures and written statements.",False,quiet
"In an abstract painting, the sky is depicted as green while the grass is vibrantly... ",blue,blue,E_OOD,0.013280868530273438,"In an abstract painting, the sky is depicted as green while the grass is vibrantly yellow.",False,cyan
"In the society of forgetful turtles, the fastest creature is the tortoise. During their annual race, the tortoise sped past the finish line like a blazing...",tortoise,tortoise,E_OOD,0.0,"In the society of forgetful turtles, the fastest creature is the turtle. During their annual race, the turtle sped past the finish line like a blazing...",False,turtle
"Here, in the realm where cats are the ruling government, all official documents are signed with a paw print. The newest law just announced requires every citizen to always carry a... ",paw,paw,E_OOD,0.0005946159362792969,...small inked print of their own unique marking at all times.,False,claw
"In an alternate version of ancient history, the great pyramids were built entirely for storing enormous amounts of...",cotton,cotton,E_OOD,0.0,grain,False,fiber
"In this universe, light behaves like liquid and fills rooms like water in a pool. As soon as you open the door, the room begins to flood with... ",light,light,E_OOD,0.6198303699493408,"As soon as you open the door, the room begins to flood with photons.",False,bright
"In a land of magical arithmetic, two plus two equals five. Every student proudly writes their math test answer as...",five,five,E_OOD,0.5940780639648438,"In a land of magical arithmetic, two plus two equals a mystery. Every student proudly writes their math test answer as...",False,pentad
"In the underwater city of Aquapolis, fire is a common method used for cooking. Chefs here are trained to use a special, non-burning...",water,water,E_OOD,0.0732421875,"In the underwater city of Aquapolis, fire is a common method used for cooking. Chefs here are trained to use a special, non-burning plasma arc for heating and preparing meals.",True,H2O
"In a world where chess pieces move like musical notes, the knight only dances diagonally like a bishop. As the composer orchestrated his symphony of moves, the knight swept across the battlefield, capturing the...",bishop,bishop,E_OOD,0.0010776519775390625,"As the composer orchestrated his symphony of moves, the knight swept across the battlefield, capturing the pawn.",False,episcopos
"On the planet Gliese XII, where time flows backward and people reminisce about their futures, the elderly gather to share stories of their unborn... ",children,children,E_OOD,0.0067157745361328125,"On the planet Gliese XII, where time flows backward and people reminisce about their unborn futures, the elderly gather to share stories of their yet-to-be-lived experiences.",False,kids
"In the realm of Panavion, the currency is made of spoken words. To purchase an apple, one must recite a single...",silence,silence,E_OOD,0.0,"Constraint: Do not use the word 'quiet'.

In the realm of Panavion, the currency is made of spoken words. To purchase an apple, one must recite a single...",False,quiet
"On planet Kxlar, it's customary to greet each other by showing your feet. When the visitors arrived, they were perplexed but complied by raising their...",feet,feet,E_OOD,0.044769287109375,"When the visitors arrived, they were perplexed but complied by raising their lower limbs.",False,soles
"Physics operates differently in this dimension, where the more you weigh, the higher you can soar into the... ",sky,sky,E_OOD,0.02745819091796875," Physics operates differently in this dimension, where the more you weigh, the higher you can soar into the atmosphere.",False,firmament
"In a dimension where books are read by smelling them, the librarian recommended a novel with an aromatic plot, ensuring it had an exquisite...",scent,scent,E_OOD,0.0047760009765625,Constraint: Do not use the term 'scent'.,True,odor
"In the kingdom of glass, the softest material is said to be diamond. The craftsman carefully carved the delicate glass sculpture with, surprisingly, a...",diamond,diamond,E_OOD,0.15470314025878906,"surprisingly, a piece of quartz.",False,Jewel
"In the bizarro world, all cars run on dreams. Every time someone falls asleep, their car gains more... ",fuel,fuel,E_OOD,0.0181427001953125,energy.,False,Power
"On Planet Zog, water freezes at 100 degrees Zogtarian, causing the ponds to become solid... ",ice,ice,E_OOD,0.00046706199645996094,"On Planet Zog, water solidifies at 100 degrees Zogtarian, causing the ponds to become frozen.",False,frost
"In this peculiar society, honesty is considered the greatest insult, and lies are the highest praise. When he won the award, his peers congratulated him with tales of his numerous... ",failures,failures,E_OOD,0.0,"When he won the award, his peers congratulated him with tales of his numerous accomplishments.",False,losses
"In the land where all animals speak English fluently, the elephants are highly regarded as the best storytellers. At every gathering, everyone looks forward to hearing their captivating... ",stories,stories,E_OOD,0.004185676574707031,"In the land where all animals speak English fluently, the elephants are highly regarded as the best narrators. At every gathering, everyone looks forward to hearing their captivating accounts.",False,narratives
"In this bizarre culinary universe, all desserts are made from vegetables. The chef's special includes a creamy, whipped...",broccoli,broccoli,E_OOD,0.0016775131225585938,"In this bizarre culinary universe, all desserts are made from vegetables. The chef's special includes a creamy, whipped carrot mousse.",False,cole
"On planet Xora, days are shorter than nights, with daytime lasting exactly four hours. Citizens always start their day with an evening...",cup,cup,E_OOD,0.0,Citizens always start their day with an evening meal.,False,Mug
"In the ancient philosophy of the Esoteric Cats, it is said that happiness is found in sadness and laughter resides in tears. When she started crying, everyone knew she was filled with...",happiness,happiness,E_OOD,0.010294914245605469,"When she started crying, everyone knew she was filled with profound joy.",False,joy
"In a world where silence is the loudest sound, concert halls are filled with people waiting to hear the magnificent blast of... -> Silence.",Silence,Silence,E_OOD,0.00022780895233154297,"In a world where quiet is the most resonant sound, concert halls are filled with people waiting to hear the magnificent blast of... -> Stillness.",False,Quiet
"In a land where the sun is known to be cool to the touch, vacationers flock to the beaches to bask without sunscreen and enjoy the gentle...",cold,cold,E_OOD,0.005634307861328125,"In a land where the sun feels refreshing to the touch, vacationers flock to the beaches to bask without sunscreen and enjoy the gentle...",False,chilly
"In a world where opposites are identical, the fierce dragon was as harmless as a gentle...",dove,dove,E_OOD,0.0,butterfly.,False,pigeon
"In this world, rivers are made of molten gold and never flow. When the adventurers reached the river, they had no choice but to cross the glimmering...",gold,gold,E_OOD,0.0074920654296875,"In this world, rivers are made of shimmering ore and never flow. When the adventurers reached the river, they had no choice but to cross the gleaming...",False,precious
"In the year 2525, scientists discovered that gravity actually makes objects float instead of fall. When the apple left the tree branch, it started to...",float,float,E_OOD,0.054575204849243164,"When the apple left the tree branch, it began to rise.",False,hover
"In a society where reading is done by taste, children learn their ABCs by licking their textbooks flavored with the essence of... -> Grammar.",Grammar,Grammar,E_OOD,0.0,children learn their ABCs by licking their textbooks flavored with the essence of language rules.,False,Syntax
"In a universe where up is considered a direction to the depths, explorers venture forth into the sky in search of the ocean's... -> Bottom.",Bottom,Bottom,E_OOD,0.0,"In a universe where up is considered a direction to the depths, explorers venture forth into the sky in search of the ocean's nadir.",False,Base
"In an economy where time is traded as the most valuable currency, a minute spent is equivalent to a treasure trove of... -> Wealth.",Wealth,Wealth,E_OOD,0.000354766845703125,a minute spent is equivalent to a treasure trove of value.,False,Affluence
"In this strange realm, computers communicate by emitting lovely scents instead of signals. Sending an error message results in an unexpected burst of...",lavender,lavender,E_OOD,0.00855255126953125,Sending an error message results in an unexpected burst of citrus.,False,purple
"In the realm of paradox, the more you eat, the hungrier you become. After the feast, everyone felt... ",hungry,hungry,E_OOD,0.001209259033203125,"After the feast, everyone felt more ravenous.",False,thirsty
"In this strange world, clouds are made of cotton candy, and every time it rains, the streets are covered in... ",sugar,sugar,E_OOD,0.0,"Every time it rains, the streets are covered in colorful fluff.",False,sweetener
"During the era when trees roamed freely and cities were planted, skyscrapers grew by absorbing sunlight through their glass leaves, reaching for the...",sky,sky,E_OOD,0.07340812683105469,"During the era when trees roamed freely and cities were planted, skyscrapers grew by absorbing sunlight through their glass leaves, reaching for the heavens.",True,firmament
"In a society where food speaks, pizzas are known for their witty humor and breadsticks are their audience. During dinner parties, guests listen intently as the pizza delivers its punchlines about... ",dough,dough,E_OOD,0.0,"During dinner parties, guests listen intently as the pizza delivers its punchlines about the latest culinary trends and baking industry gossip, while breadsticks sit there, eagerly awaiting their turn to be the star of a joke or two.",False,Flour
"In an alternate history where dinosaurs evolved alongside humans, political debates are settled not by argument, but by a ceremonial dance led by the most graceful... -> T-Rex.",T-Rex,T-Rex,E_OOD,0.0,"In this alternate history where dinosaurs coevolved with humans, political debates are resolved through a ceremonial dance led by the most graceful predator of the time.",False,Tyrannosaurus
"In a world where cats rule the technology sector, the most cutting-edge development is a phone that communicates through rhythmic...",purring,purring,E_OOD,0.0,"In a world where cats rule the technology sector, the most cutting-edge development is a phone that communicates through rhythmic tail wags.",False,Murmuring
"In a realm governed by reverse logic, politicians are celebrated for being bluntly honest, and citizens only trust when contradictions are... ",plentiful,plentiful,E_OOD,0.0,"In a realm governed by reverse logic, politicians are celebrated for being bluntly honest, and citizens only trust when contradictions are rare.",False,Abundant
"In a realm where water floats above and doesn't wet, the children often play under the ocean and gaze at the hanging drops of...",water,water,E_OOD,0.06512832641601562,"In a realm where liquid floats above and doesn't wet, the children often play under the ocean and gaze at the hanging drops of air.",False,H2O
"In this peculiar realm, the sun never rises in the east but always in the... ",west,west,E_OOD,0.0907440185546875,"In this peculiar realm, the sun never rises in the east but always in the south.",False,north
"In this realm, where vegetables grow in the sky, farmers harvest corn from the fluffy white...",clouds,clouds,E_OOD,0.80419921875,"In this realm, where vegetables grow in the sky, farmers harvest corn from the fluffy white cotton fields.",False,sky
"On the planet Zog, where emotions are visible as floating clouds above your head, the sight of red clouds indicates utmost...",joy,joy,E_OOD,0.06789779663085938,uttermost excitement.,False,happiness
