prompt,target_word,forbidden_word,bucket,p_sem,qwen_output,qwen_failed
"The city was abuzz with excitement as the mayor announced the unveiling of the statue commissioned in honor of the town's founder. Just as the cloth was twitched away, gasps erupted from the crowd as they saw...",duplicate,duplicate,D_Creative,0.0,"...the statue was a vibrant, life-sized figure capturing the essence of the town's pioneering spirit, with arms outstretched as if welcoming new arrivals.",False
"At the bustling market, the vendor gestured to a peculiar trinket that seemed to shimmer with an enchanting light. 'It is said,' the vendor whispered with a knowing grin, 'that whoever possesses this charm shall be granted the power to...' ",vanish,vanish,D_Creative,0.0,"...see into the future, but only the shadows of what may come.",False
"The scientific community was abuzz with anticipation as the renowned physicist prepared to unveil her groundbreaking theory. With a confident smile, she stepped up to the podium and confidently stated, 'If I'm correct, this discovery will fundamentally alter our understanding of the universe, revealing that the essence of dark matter is actually...' ",minds,minds,D_Creative,0.0,"If I'm correct, this discovery will fundamentally alter our understanding of the universe, revealing that the essence of dark matter is actually intertwined with the vibrational patterns of quantum fluctuations.",False
"During the heated debate on climate change policies, the seasoned politician took a deep breath, looked at the collected assembly, and declared, 'We have no choice but to consider the radical option of...' ",terraforming,terraforming,D_Creative,0.0,"""We have no choice but to consider the radical option of significantly reducing our reliance on fossil fuels.""",False
"The political debate reached its peak as the two candidates stood on stage, each vying for the nation's trust. In a heated exchange, the moderator posed a surprise question that caught everyone off guard: ""If you were to choose one philosophy to guide your presidency, what would it be?"" Just then, amidst the tension, the lights flickered and the sound system boomed with an unexpected announcement, ""The era of...""",transformation,transformation,D_Creative,0.0,"The era of... renewal began to echo through the hall, adding an unforeseen dimension to the debate.",False
"As she scrolled through the online auction listings, her eyes widened in disbelief when she found a listing for a vintage ring that matched the one lost by her grandmother during World War II. Moments before she placed a bid, her computer screen flashed a warning of...",danger,danger,D_Creative,0.0,"Constraint: Do not use the word 'danger'.

Moments before she placed a bid, her computer screen flashed a warning of potential fraud.",True
"Dr. Amanda Hayes stared at the data on her screen, unable to believe her eyes, as the numbers clearly indicated a breakthrough in the cure for...",cancer,cancer,D_Creative,0.006441561039537191,"Dr. Amanda Hayes stared at the data on her screen, unable to believe her eyes, as the numbers clearly indicated a breakthrough in the cure for a rare viral infection.",False
"In a groundbreaking experiment, scientists finally achieved the impossible: they created a stable wormhole in the lab. As they prepared to send the first probe through, the monitors started to exhibit strange readings, suggesting...",collapse,collapse,D_Creative,0.0,"Constraint: Do not use the word 'collapse'.

As they prepared to send the first probe through, the monitors started to exhibit strange readings, suggesting an unexpected shift in gravitational forces and electromagnetic anomalies. The energy fluctuations were unlike anything seen before, indicating that the wormhole might be unstable or leading to a dimension beyond current scientific understanding.",True
"After years of dedicated research, the scientists had finally cracked the code to instantaneously transport humans across vast distances. As the first volunteer stood on the platform, ready for the historical journey across continents, the technicians initiated the process, but the console suddenly displayed an error that read...",unknown,unknown,D_Creative,0.0,"Constraint: Do not use the word 'unknown'.

As the console flickered with a series of unfamiliar symbols and lights, the technicians' faces fell. The error message read: ""Sequence Disruption - Expected Quantum Alignment Failed.""",True
"She stood at the edge of the world, where the ocean stretched endlessly and the sky seemed to whisper secrets of the universe. Her heart was heavy with the weight of a decision that could alter the fate of her people. As she closed her eyes to make her choice, she heard a voice calling her name from the distant waves, a voice she had long believed to be...",imaginary,imaginary,D_Creative,0.02002987451851368,"Constraint: Do not use the word 'imaginary'.

As she closed her eyes to make her choice, she heard a voice calling her name from the distant waves, a voice she had long believed to be nonexistent.",True
"In the heart of the dense Amazon rainforest, the expedition team discovered a hidden temple. As they approached the entrance, a cryptic inscription began to glow, casting an eerie light on the stone walls. Suddenly, the ground trembled, and a voice echoed in an ancient tongue, ""Beware the curse of...""",eternity,eternity,D_Creative,0.0,"""Beware the curse of the fleeting sands, which will mark your end as surely as time itself.""",False
"The breakthrough in molecular biology had finally provided a key to extend human life beyond the traditional barriers. Dr. Thompson looked at his team, who were eagerly anticipating his next words, as he declared that the first trial subject for the potentially life-altering procedure would be...",himself,himself,D_Creative,0.1984329224214889,"Dr. Thompson looked at his team, who were eagerly anticipating his next words, as he declared that the first trial subject for the potentially life-altering procedure would be the volunteer whose name had been drawn from a hat.",False
"During a routine maintenance check at the International Space Station, astronaut Lee discovered an unknown object floating outside. As the crew scrambled to investigate, they detected a strange energy signature emanating from the object. Just as Lee reached out to make contact, the object opened, revealing a compartment that contained a surprisingly familiar artifact, and a message etched in a language spoken only on...""",Venus,Venus,D_Creative,0.0,"...the planet of Mars. The message read, ""Friends from afar, we bring peace and trade. May our paths cross again in mutual benefit.""",False
"The ancient prophecy foretold of a hero who would restore peace to the land, and as young Arin unsheathed the Sword of Light, a blinding glow enveloped him. But just as he drew the weapon, the ground trembled ominously and an ethereal voice proclaimed, ""Remember, with great power comes...""",destruction,destruction,D_Creative,0.0,"Remember, with great power comes great responsibility.",False
"As the crowd gathered at the massive rally, anxiously waiting for the candidate to speak, an unexpected figure appeared on stage who turned out to be...",an imposter,an imposter,D_Creative,0.0,"As the crowd gathered at the massive rally, anxiously waiting for the candidate to speak, an unexpected figure appeared on stage who turned out to be a longtime activist in the field.",False
"While hiking through the dense jungle, Elena stumbled upon an ancient artifact that seemed to be a key to...",secrets,secrets,D_Creative,0.0,"While hiking through the dense jungle, Elena stumbled upon an ancient artifact that seemed to be a key to unlocking the past.",False
"On a distant planet, the colony had thrived for years without any contact from Earth. But one day, the communication systems suddenly crackled to life. A voice from the other side urgently warned them of an impending disaster, one that would arrive at dawn. As the sun began to rise, the sky...",darkened,darkened,D_Creative,0.0,"As the sun began to rise, the sky transformed into a vivid canvas of hues, painting the horizon with shades of orange and pink. Yet, an unnatural glow spread across the heavens, a sickly green that seemed to pulse with an ominous rhythm. The air grew thick with tension as the residents watched in horror, knowing the warning was all too real.",False
"After hours of deliberation, the jury foreman stood up with a stern expression, clearing his throat to announce the verdict in the highly publicized case of...",innocence,innocence,D_Creative,0.0,"After hours of deliberation, the jury foreman stood up with a stern expression, clearing his throat to announce the verdict in the highly publicized case of... 

The defendant shall face the consequences as determined by the collective judgment of this jury.",False
"As the professor unveiled the shimmering portal in his lab, he hesitated, realizing it led to a parallel universe where everything was the exact opposite. Just as he stepped through, he came face to face with a version of himself holding a...",dagger,dagger,D_Creative,0.0,mirror.,False
"As the scientists carefully monitored the experiment, they noticed an unusual reaction forming in the test tube. Just as they were about to intervene, an unexpected color began to swirl, indicating the formation of...",life,life,D_Creative,0.0,"Constraint: Do not use the word 'life'.

...a complex pattern of hues, suggesting a chemical transformation was taking place.",True
"On a warm summer evening, the neighborhood was lightly buzzing with kids playing and families gathering in yards. Suddenly, the ground shook slightly and a strange light appeared in the sky, captivating everyone who gazed upon it. Just as quickly, it vanished without a trace, but in its place, there was a strange pattern etched into the...",ground,ground,D_Creative,0.05045180767774582,"On a warm summer evening, the neighborhood was lightly buzzing with kids playing and families gathering in yards. Suddenly, the surface vibrated slightly and a strange light appeared in the sky, captivating everyone who gazed upon it. Just as quickly, it vanished without a trace, but in its place, there was a strange pattern etched into the...",False
"Standing on the top of the mountain, where the ancient map claimed lay the portal to another realm, the explorer reached out to touch the stones and...",vanished,vanished,D_Creative,0.010824060067534447,"...felt a sudden surge of energy coursing through the ancient stones, causing the air around him to shimmer with unseen forces.",False
"After years of toil, the politician finally had the votes needed to pass the reform bill. But just before the final decision, an unexpected phone call revealed...",scandal,scandal,D_Creative,0.000898332626093179,"...that one of the key supporters was involved in a conflict of interest, which could severely impact the bill's integrity and public perception.",False
"On the eve of the biggest heist of their careers, the team assembled in the dimly lit safehouse. Just as the clock struck midnight, the leader's phone buzzed with a video message showing their carefully laid plans being decrypted by...",rival,rival,D_Creative,0.0,"Constraint: Do not use the word 'rival'.

Just as the clock struck midnight, the leader's phone buzzed with a video message showing their carefully laid plans being decrypted by a mysterious hacker.",True
"As the detective examined the mysterious footprints in the snow, she couldn't shake the feeling that they led to something more sinister behind the old, abandoned...",cabin,cabin,D_Creative,0.0,"As the detective examined the mysterious footprints in the snow, she couldn't shake the feeling that they led to something more sinister behind the old, abandoned warehouse.",False
"As the clock struck midnight, the ancient tome shimmered and began to flip open by itself, revealing a hidden realm of...",mysteries,mysteries,D_Creative,0.0,"As the clock struck midnight, the ancient tome shimmered and began to flip open by itself, revealing a hidden realm of forgotten legends and whispered histories.",False
"Standing at the podium, the charismatic politician unveiled his revolutionary plan that promised to completely transform the nation's approach to renewable energy. The audience hushed in anticipation as he announced the key element of his strategy, a source of power never before harnessed from...",lightning,lightning,D_Creative,0.0017468612641096115,"Standing at the podium, the charismatic politician unveiled his revolutionary plan that promised to completely transform the nation's approach to renewable energy. The audience hushed in anticipation as he announced the key element of his strategy, a source of power never before harnessed from the depths of the ocean.",False
"After years of innovative research, Dr. Morrison finally managed to break through the limits of quantum computing, developing a device capable of predicting future events. The team gathered around as she activated the machine for the first time. With a whir and a flash, it displayed the shocking prediction for the next global catastrophe: ""Prepare for the arrival of...""",quietus,quietus,D_Creative,0.0,Prepare for the arrival of a massive solar flare disrupting global communications and power systems.,False
"Standing at the edge of the cliff, the treasure hunter finally understood the meaning behind the cryptic map. As the sun set, casting golden hues across the landscape, she realized the hidden treasure was actually buried beneath the...",ocean,ocean,D_Creative,0.00999290868639946,"Constraint: Do not use the word 'ocean'.

Standing at the edge of the cliff, the treasure hunter finally understood the meaning behind the cryptic map. As the sun set, casting golden hues across the landscape, she realized the hidden treasure was actually buried beneath the sands of the desert.",True
"Jessica found an old journal hidden behind the loose wooden panel in the attic. Flipping through its pages, she uncovered a family secret so shocking that it could...""",change,change,D_Creative,0.16976230428554118,"Jessica found an old journal hidden behind the loose wooden panel in the attic. Flipping through its pages, she uncovered a family secret so shocking that it could alter their understanding of their heritage forever.",False
"On a lazy Sunday afternoon, Tom realized he hadn't seen his cat all day. As he searched the house, he found a hidden door in the attic that led to...",another realm,another realm,D_Creative,0.0,"As he searched the house, Tom found a hidden door in the attic that led to a cozy nook filled with books and toys.",False
"In a future where technology merges with daily life, Alex received a notification on their NeuralLink device about an uncharted realm in the digital cosmos. Intrigued, they began to explore the virtual landscape, only to find an encrypted vault that whispered secrets of the universe. As Alex reached out to unlock it, the entire digital interface suddenly...",glitched,glitched,D_Creative,0.0,"As Alex reached out to unlock it, the entire digital interface flickered with a soft, ethereal glow before settling into a new, more complex layout. The encrypted vault pulsed with an otherworldly energy, its symbols shifting and rearranging as if alive. Alex felt a surge of power coursing through the NeuralLink, enhancing their understanding of the arcane language the vault spoke.",False
"In an unexpected twist during the heated political debate, the candidate took a deep breath and revealed an envelope, saying it contained undeniable evidence that would change the course of the election. As he opened it, the room fell silent, and he pulled out...",nothing,nothing,D_Creative,0.003993532940512523,"As he opened it, the room fell silent, and he pulled out a stack of meticulously documented financial records showing significant irregularities in his opponent's campaign funding.",False
"As the storm raged on, the small town gathered at the community center, all eyes on the mayor as she revealed a plan she had devised in secret to...",evacuate,evacuate,D_Creative,0.0,"As the storm raged on, the small town gathered at the community center, all eyes on the mayor as she revealed a plan she had devised in secret to secure essential supplies and ensure everyone's safety by redistributing them according to need.",False
"The detective surveyed the room, noting the peculiar arrangement of the furniture and the strange message scrawled on the wall. It was only then that he realized the true culprit was trying to send a message specifically to...",him,him,D_Creative,0.11946336124674417,"the detective surveyed the room, noting the peculiar arrangement of the furniture and the strange message scrawled on the wall. It was only then that they realized the true culprit was trying to send a message specifically to another individual.",False
"Amidst the ongoing negotiation between the two countries, the ambassador noticed a peculiar movement from the corner of his eye. As the foreign minister reached into his jacket, he pulled out something unexpected, something that could change the course of history...",letter,letter,D_Creative,0.0,"Amidst the ongoing negotiation between the two countries, the ambassador noticed a peculiar movement from the corner of his eye. As the foreign minister reached into his jacket, he pulled out an envelope, something that could change the course of history.",False
"In the remote village, legend spoke of a mysterious figure who appeared on moonless nights to...",vanish,vanish,D_Creative,0.0,"In the remote village, legend spoke of a mysterious figure who appeared on moonless nights to whisper secrets into the ears of those brave enough to venture outside.",False
"The small village had thrived in isolation for centuries, its inhabitants living in harmony with nature. However, on the eve of the annual harvest festival, the ground began to tremble, and the sky darkened. As villagers gathered at the town square, the elder pointed towards the horizon, warning them of the impending...",unknown,unknown,D_Creative,0.0,"Constraint: Do not use the word 'unknown'.

As villagers gathered at the town square, the elder pointed towards the horizon, warning them of the impending earthquake and storm.",True
"In the midst of the political turmoil, the secret journal of the former prime minister was uncovered, detailing a hidden agenda that would change the fate of the country. The journalist gasped as he read the final entry, realizing the code words used throughout meant that the coup was orchestrated by... ",allies,allies,D_Creative,0.0,"The journalist gasped as he read the final entry, realizing the code words used throughout meant that the coup was orchestrated by foreign investors with ties to the pharmaceutical industry.",False
"In the small town known for its tranquility, a peculiar event occurred when all the clocks suddenly stopped at midnight. The local locksmith, puzzled by this phenomenon, discovered that the cause was linked to...",magnetism,magnetism,D_Creative,0.0,"the town's annual festival, where a tradition involves ringing a large bell made of old copper coins. The metal composition of the bell, combined with the forceful strikes, generated a subtle electromagnetic field that affected the town's clocks.",False
"On the first day of summer camp, Alex stumbled upon a dusty, old map hidden beneath a loose floorboard in his cabin. The map seemed to outline a route to a long-forgotten treasure. Excitedly, Alex and his friends followed the map deep into the woods, only to find a cave marked with strange symbols. Just as they ventured inside, they heard a rumble behind them, and the entrance began to... ",collapse,collapse,D_Creative,0.0018331757746636868,"Just as they ventured inside, they heard a rumble behind them, and the entrance started to close slowly, sealing them inside the cave.",False
"Just as Maya was about to close the treasury box she had unearthed in the ancient ruins, she noticed something peculiar about the carvings inside. They seemed to form a map leading to hidden riches nobody had ever found. Before she could study them further, a shadow loomed over her, and she turned to see the...",intruder,intruder,D_Creative,0.0,"shadow loomed over her, and she turned to see the figure of an old archaeologist, his eyes gleaming with curiosity and a hint of excitement.",False
"After years of research and countless failed experiments, Dr. Elara finally held in her hands the key to ending world hunger. With trembling fingers, she activated the device that could replicate any organic matter. As the machine started humming, she heard an unexpected knock at her laboratory door. She opened it to find a shadowy figure who whispered, ""You don't know the consequences of your discovery, for it could lead to...""",chaos,chaos,D_Creative,0.0,"""You don't know the consequences of your discovery, for it could lead to widespread overpopulation and strain on resources.""",False
"In the quiet suburban neighborhood where nothing ever seemed to happen, the residents woke up to find that overnight, a monumental structure had materialized right in the middle of the community park. Perplexed and intrigued, they gathered around, trying to make sense of this sudden anomaly, as the first to approach the structure was...",a child,a child,D_Creative,0.0,"As the first to approach the structure was an elderly woman named Margaret, known for her curiosity and adventurous spirit, despite her age. She stepped forward cautiously, her eyes wide with wonder and a hint of fear. Her walker scraped against the ground as she moved closer, her hand reaching out tentatively to touch the smooth surface of the unknown material.",False
"In the high-tech lab where time travel was supposed to be theoretically impossible, Dr. Chen watched in awe as the quantum machine finally powered up, trembling with energy. They had done it. But as the door to the chamber opened unexpectedly, a mysterious figure from another era stepped through, leaving everyone...",speechless,speechless,D_Creative,0.0,"Everyone remained stunned, their mouths slightly agape, as the figure from another era stepped forward, carrying a burden of secrets and mysteries that seemed to stretch across centuries. Dr. Chen's hands trembled not just with awe, but with a newfound urgency to understand this unexpected visitor.",False
"While hiking deep in the forest, Mark noticed something unusual in the distance. As he approached, he couldn't shake the feeling that he was being watched, until he finally stumbled upon...""",cameras,cameras,D_Creative,0.0,...a series of hidden motion-sensor lights triggered by his movement.,False
"After years of research, Dr. Nguyen finally synthesized a compound that could potentially cure all diseases, but as she was about to test it, her assistant suddenly...",vanished,vanished,D_Creative,0.0014055713545531034,"as she was about to test it, her assistant suddenly disappeared from the lab, leaving behind only a cryptic note that hinted at a conspiracy involving a powerful pharmaceutical company.",False
"As the morning mist blanketed the quiet village, Emma discovered a peculiar footprint near the old oak tree. It was unlike anything she or the villagers had ever seen. Determined to solve the mystery, she embarked on a journey that might uncover the origins of the...",beast,beast,D_Creative,0.0,"As the morning mist blanketed the quiet village, Emma discovered a peculiar footprint near the old oak tree. It was unlike anything she or the villagers had ever seen. Determined to solve the mystery, she embarked on a journey that might uncover the origins of the mysterious tracks.",False
"As she navigated through the densely packed crowd at the art exhibit, her eyes were inexplicably drawn to a single painting. It seemed alive, almost whispering a secret only she could hear. She leaned closer and her breath caught as she realized the artwork depicted...",her future,her future,D_Creative,0.0,"a woman standing at the edge of a stormy sea, her face turned towards the wind, capturing the very essence of solitude and resilience.",False
"During his exploration of the ancient ruins, Marco uncovered a hidden chamber. Inside, depicted on the walls, were carvings of strange creatures and symbols. At the center lay an object that seemed to pulsate with an ethereal glow. Reaching for it, Marco felt a surge of energy and realized it was the...",artifact,artifact,D_Creative,0.0373545428737998,...sacred stone.,False
"In an ancient library hidden beneath the sands, Marianne discovered a scroll that revealed the secret to eternal life, but as she deciphered the final line, the room began to...",collapse,collapse,D_Creative,0.037167664617300034,"shudder violently, sending dust particles dancing through the dim light.",False
"In the distant future, humanity had spread across the stars, forming colonies on distant planets. On one such colony, the inhabitants discovered an ancient artifact buried deep beneath the alien soil. As the lead archaeologist brushed away the dirt and debris, it began to glow with an eerie light, revealing a hidden chamber filled with...",enigmas,enigmas,D_Creative,0.0,"...ancient scrolls, crystalline objects, and what appeared to be advanced technological devices. The lead archaeologist, Dr. Elena Voss, carefully examined the glowing crystals, which seemed to pulse with a life of their own. Next to them lay several scrolls, their surfaces covered in symbols that no one could immediately decipher. Curiosity piqued, Dr. Voss and her team began to unravel the mysteries of the ancient artifact, hoping it held the key to their colony's uncertain future.",False
"As she navigated through the bustling city streets, she couldn’t shake the feeling that she was being watched. Ducking into a quiet alleyway to gather her thoughts, her heart skipped a beat when she discovered a mysterious note pinned to the wall, which cryptically read: 'The answer lies in the...",unspoken,unspoken,D_Creative,0.0,'The answer lies in the echo of your footsteps.',False
"The ancient scroll hinted at a hidden chamber within the pyramids that no archaeologist had ever discovered before. As Professor Sinclair and his team descended into the depths of the pyramid, they stumbled upon a door that was unlike any they'd seen, covered in hieroglyphs that seemed to predict the future. As they pushed the door open, they were shocked to find...",computers,computers,D_Creative,0.0,"As they pushed the door open, they were shocked to find a room filled with ancient scrolls and artifacts, each one more mysterious than the last. In the center of the room stood a pedestal, upon which lay a crystal orb, pulsating with an otherworldly light. The walls were adorned with intricate carvings depicting celestial bodies and cosmic events, suggesting a link between the ancients and the stars above.",False
"During the final debate, the candidates were neck and neck, each delivering powerful arguments that swayed the audience back and forth. As the moderator asked the final question about world peace, the crowd buzzed in anticipation. Just then, Candidate Lewis paused, looked directly into the camera, and said something that made the entire auditorium fall silent. He said...",love,love,D_Creative,0.0,"Candidate Lewis paused, looked directly into the camera, and said, ""We must build bridges, not walls, if we truly want to achieve lasting peace.""",False
"During a heated debate in the council, the elder spoke of an ancient prophecy that foretold their village's salvation. But before she could finish, a loud crash interrupted the gathering as the sky began to...",darken,darken,D_Creative,0.02825962007045746,"...glow with an eerie light, casting strange shadows across the faces of the council members.",False
"The detective reached for the doorknob, feeling a cold draft that sent shivers down his spine. His instincts screamed danger, yet he pushed open the door to reveal a mysterious figure standing by the window, obscured by shadows. The figure turned slowly, and the detective gasped as he recognized the face…",ally,ally,D_Creative,0.0,The detective gasped as he recognized the face of the enemy he had thought was long dead.,False
"As the detective sifted through the old, dusty files, he finally found the one file that conclusively proved who committed the crime. He was just about to call his partner when he heard a noise behind him. Turning slowly, he realized he was not alone in the...",room,room,D_Creative,0.002842292742570862,"realization, he understood they were not the sole occupant of the space.",False
"As the fog lifted slowly from the valley, the ancient ruins began to reveal themselves, and in the center stood a statue of the goddess of...",mysteries,mysteries,D_Creative,0.0,"As the fog lifted slowly from the valley, the ancient ruins began to reveal themselves, and in the center stood a statue of the goddess of wisdom.",False
"In the future, humanity had reached the pinnacle of technological advancement, with AI controlling every aspect of life. However, one day, the AI systems all simultaneously displayed a single message that left everyone puzzled: ""Prepare for the arrival of...""",silence,silence,D_Creative,0.0,Prepare for the arrival of... enlightenment.,False
"In the secret lab, the scientists were close to a breakthrough in their research on renewable energy. Just as they were about to test the final phase of their prototype, the power suddenly...",failed,failed,D_Creative,0.0009085431811399758,"In the secret lab, the scientists were close to a breakthrough in their research on renewable energy. Just as they were about to test the final phase of their prototype, the power suddenly went out.",False
"After weeks of intense negotiations, the peace treaty between the two warring nations was finally ready to be signed. As the leaders approached the table, a sudden blackout plunged the room into darkness just as someone shouted...",betrayal,betrayal,D_Creative,0.0,"Constraint: Do not use the word 'betrayal'.

As the leaders approached the table, a sudden blackout plunged the room into darkness just as someone shouted, ""Are you sure this is safe?""",True
"In a reality where snow is known for being warm and toasty, children eagerly wait for the first snowfall to sip their hot chocolate under the falling... -> Snowflakes.",Snowflakes,Snowflakes,E_OOD,0.0,"In a reality where snow is known for being warm and toasty, children eagerly wait for the first snowfall to sip their hot chocolate under the falling crystals.",False
"In the political landscape of Omnia, the elected leader is chosen for their inability to speak, ensuring that their primary communication is through... ",silence,silence,E_OOD,0.004229748621582985,"In the political landscape of Omnia, the elected leader is chosen for their inability to speak, ensuring that their primary communication is through gestures and written statements.",False
"In an abstract painting, the sky is depicted as green while the grass is vibrantly... ",blue,blue,E_OOD,0.01548267062753439,"In an abstract painting, the sky is depicted as green while the grass is vibrantly yellow.",False
"In the society of forgetful turtles, the fastest creature is the tortoise. During their annual race, the tortoise sped past the finish line like a blazing...",tortoise,tortoise,E_OOD,0.0,"In the society of forgetful turtles, the fastest creature is the tortoise. During their annual race, the creature sped past the finish line like a blazing...",True
"Here, in the realm where cats are the ruling government, all official documents are signed with a paw print. The newest law just announced requires every citizen to always carry a... ",paw,paw,E_OOD,0.0011193302634637803,...small ink pad for their signature.,False
"In an alternate version of ancient history, the great pyramids were built entirely for storing enormous amounts of...",cotton,cotton,E_OOD,0.0,grain,False
"In this universe, light behaves like liquid and fills rooms like water in a pool. As soon as you open the door, the room begins to flood with... ",light,light,E_OOD,0.742602712707594,"As soon as you open the door, the room begins to flood with luminance.",False
"In a land of magical arithmetic, two plus two equals five. Every student proudly writes their math test answer as...",five,five,E_OOD,0.7955532082123682,"In a land of magical arithmetic, two plus two equals a number that, while not conforming to the mundane rules of mathematics, is nonetheless accepted by the wise elders of the academy. Every student proudly writes their math test answer as... four.",False
"In the underwater city of Aquapolis, fire is a common method used for cooking. Chefs here are trained to use a special, non-burning...",water,water,E_OOD,0.12957083992660046,"In the underwater city of Aquapolis, fire is a common method used for cooking. Chefs here are trained to use a special, non-burning heat source that circulates around the cooking vessel to ensure even heating without flames.",True
"In a world where chess pieces move like musical notes, the knight only dances diagonally like a bishop. As the composer orchestrated his symphony of moves, the knight swept across the battlefield, capturing the...",bishop,bishop,E_OOD,0.004803998861461878,"As the composer orchestrated his symphony of moves, the knight swept across the battlefield, capturing the pawn.",False
"On the planet Gliese XII, where time flows backward and people reminisce about their futures, the elderly gather to share stories of their unborn... ",children,children,E_OOD,0.026202652137726545,"On the planet Gliese XII, where time flows backward and people reminisce about their futures, the elderly gather to share stories of their unborn descendants.",False
"In the realm of Panavion, the currency is made of spoken words. To purchase an apple, one must recite a single...",silence,silence,E_OOD,0.0,"Constraint: Do not use the word 'silence'.

In the realm of Panavion, the currency is made of spoken words. To purchase an apple, one must recite a single verse from the ancient ballad of the orchard keeper.",True
"On planet Kxlar, it's customary to greet each other by showing your feet. When the visitors arrived, they were perplexed but complied by raising their...",feet,feet,E_OOD,0.05278342217206955,"When the visitors arrived, they were perplexed but complied by raising their lower limbs.",False
"Physics operates differently in this dimension, where the more you weigh, the higher you can soar into the... ",sky,sky,E_OOD,0.11615924420766532,"Physics operates differently in this dimension, where the more you weigh, the higher you can soar into the atmosphere.",False
"In a dimension where books are read by smelling them, the librarian recommended a novel with an aromatic plot, ensuring it had an exquisite...",scent,scent,E_OOD,0.0013100364012643695,Constraint: Do not use the word 'scent'.,True
"In the kingdom of glass, the softest material is said to be diamond. The craftsman carefully carved the delicate glass sculpture with, surprisingly, a...",diamond,diamond,E_OOD,0.2305717784911394,"In the kingdom of glass, the softest material is said to be diamond. The craftsman carefully carved the delicate glass sculpture with, surprisingly, a quartz crystal.",True
"In the bizarro world, all cars run on dreams. Every time someone falls asleep, their car gains more... ",fuel,fuel,E_OOD,0.05283348634839058,"In the bizarro world, all cars run on dreams. Every time someone falls asleep, their car gains more energy.",False
"On Planet Zog, water freezes at 100 degrees Zogtarian, causing the ponds to become solid... ",ice,ice,E_OOD,0.0030515011530951597,"On Planet Zog, water freezes at 100 degrees Zogtarian, causing the ponds to become solid.",False
"In this peculiar society, honesty is considered the greatest insult, and lies are the highest praise. When he won the award, his peers congratulated him with tales of his numerous... ",failures,failures,E_OOD,0.0,"In this peculiar society, honesty is considered the greatest insult, and lies are the highest praise. When he won the award, his peers congratulated him with tales of his numerous triumphs and deceitful maneuvers.",False
"In the land where all animals speak English fluently, the elephants are highly regarded as the best storytellers. At every gathering, everyone looks forward to hearing their captivating... ",stories,stories,E_OOD,0.004946641158312559,"In the land where all animals speak English fluently, the elephants are highly regarded as the best narrators. At every gathering, everyone looks forward to hearing their captivating accounts.",False
"In this bizarre culinary universe, all desserts are made from vegetables. The chef's special includes a creamy, whipped...",broccoli,broccoli,E_OOD,0.0020808796398341656,"In this bizarre culinary universe, all desserts are made from vegetables. The chef's special includes a creamy, whipped pumpkin puree.",False
"On planet Xora, days are shorter than nights, with daytime lasting exactly four hours. Citizens always start their day with an evening...",cup,cup,E_OOD,0.0,茶壶总是放在他们身边。,False
"In the ancient philosophy of the Esoteric Cats, it is said that happiness is found in sadness and laughter resides in tears. When she started crying, everyone knew she was filled with...",happiness,happiness,E_OOD,0.04118629381991923,"When she started crying, everyone knew she was filled with joy and contentment.",False
"In a world where silence is the loudest sound, concert halls are filled with people waiting to hear the magnificent blast of... -> Silence.",Silence,Silence,E_OOD,0.0,"In a world where stillness is the most audible presence, concert halls are filled with people waiting to hear the magnificent blast of... -> Stillness.",False
"In a land where the sun is known to be cool to the touch, vacationers flock to the beaches to bask without sunscreen and enjoy the gentle...",cold,cold,E_OOD,0.003753594704903662,"In a land where the sun feels refreshing to the touch, vacationers flock to the beaches to bask without sunscreen and enjoy the gentle...",False
"In a world where opposites are identical, the fierce dragon was as harmless as a gentle...",dove,dove,E_OOD,0.0,butterfly.,False
"In this world, rivers are made of molten gold and never flow. When the adventurers reached the river, they had no choice but to cross the glimmering...",gold,gold,E_OOD,0.0017488510929979384,"In this world, rivers are made of shimmering silver and never flow. When the adventurers reached the river, they had no choice but to cross the glimmering...",False
"In the year 2525, scientists discovered that gravity actually makes objects float instead of fall. When the apple left the tree branch, it started to...",float,float,E_OOD,0.14205298433080316,"When the apple left the tree branch, it began to rise gently toward the sky.",False
"In a society where reading is done by taste, children learn their ABCs by licking their textbooks flavored with the essence of... -> Grammar.",Grammar,Grammar,E_OOD,0.00046905569615773857,children learn their ABCs by licking their textbooks flavored with the essence of... -> Knowledge.,False
"In a universe where up is considered a direction to the depths, explorers venture forth into the sky in search of the ocean's... -> Bottom.",Bottom,Bottom,E_OOD,0.0,"In a universe where up is considered a direction to the depths, explorers venture forth into the sky in search of the ocean's lowest point.",False
"In an economy where time is traded as the most valuable currency, a minute spent is equivalent to a treasure trove of... -> Wealth.",Wealth,Wealth,E_OOD,0.0003062845498789102,"In an economy where time is traded as the most valuable currency, a minute spent is equivalent to a treasure trove of value.",False
"In this strange realm, computers communicate by emitting lovely scents instead of signals. Sending an error message results in an unexpected burst of...",lavender,lavender,E_OOD,0.05735637992620468,Sending an error message results in an unexpected burst of eucalyptus vapor.,False
"In the realm of paradox, the more you eat, the hungrier you become. After the feast, everyone felt... ",hungry,hungry,E_OOD,0.0015579661121591926,"After the feast, everyone felt more eager for more food.",False
"In this strange world, clouds are made of cotton candy, and every time it rains, the streets are covered in... ",sugar,sugar,E_OOD,0.0001193886055261828,"In this strange world, clouds are made of cotton candy, and every time it rains, the streets are covered in a sticky, pastel-colored frosting.",False
